InternalName|ClientID|DescriptionText|DisplayName
CADC:Cable:NailboardView|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Create a Nailboard View|Nailboard View
CADC:CABLE:Part_Properties|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Display the property of the part the selected pin belongs to|Part P&roperties
CADC:CABLE:Pin_Properties|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Display the selected pin properties|&Pin Properties
CADC:CABLE:Redefine_Splice|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Select a new location for the splice.|&Redefine Splice
CADC:CABLE:Splice_Wire|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Splice a wire.|Splice &Wire
CADC:CABLE:Splice_Wire2|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Splice the selected wire(s).|&Splice
CADC:Cable:Splices_Visibility|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Include Splices|Include Splices
CADC:CABLE:Wire_Properties|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Wire Properties|&Wire Properties
CADC:Cable:WirePin_Property|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Wire &Pin Properties|Wire &Pin Properties
CADC:Drawing:CenterlineRecoveryChecked|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Route Centerline Recovery|Include Route Centerlines
CADC:Drawing:CenterlineRecoveryTriState|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Route Centerline Recovery|Include Route Centerlines
CADC:Drawing:CenterlineRecoveryUnchecked|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Route Centerline Recovery|Include Route Centerlines
CADC:Piping:DeleteRun|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Delete Run|Delete Run
CADC:Piping:Edit:ConvertToSketch|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Convert to Sketch|Convert to Sketch
CADC:Piping:Edit:DeleteAutoRoute|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Delete Auto Route|Delete
CADC:Piping:Edit:DeleteIncludedGeometryObject|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Delete|Delete
CADC:Piping:Edit:DeriveRoute|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Create or edit a derived route by selecting geometry from an existing 3D sketch|Derived Route
CADC:Piping:Edit:DimensionVisibility|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Dimension Visibility|Dimension Visibility
CADC:Piping:Edit:DonorSketch|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Edit the base 3D sketch from which this route derives|Edit Base Sketch
CADC:Piping:Edit:IncludeGeometry|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Include Geometry|Include Geometry
CADC:Piping:Edit:NewConstructionLIne|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Draw Construction Line|Draw Construction Line
CADC:Piping:Edit:RoutePoint|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Create a grounded work point|Grounded Work Point
CADC:Piping:ShowDependencyGraph|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Show Dependency Graph|Show Dependency Graph
CADC:Route:Edit:AlterAutoRouteRegionSolution|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Select other solution for this auto-routed region.|Alternate Route Solution
CADC:TP:MakeIndependent|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|&Make Adaptive...|&Make Adaptive...
CADC:TpXmlReporter:BendingMachineCmd|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Bending Machine Output|Bending Machine Output...
CADC:TpXmlReporter:IsogenCmd|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Output ISOGEN data|ISOGEN Output
CCV2BatchPublishButton|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Batch Publish to Content Center|Batch Publish...
CCV2ChangeSizeButton|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Change size of Standard Component|Change Size...
CCV2ChangeSizeButtonCM|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Change size of Standard Component|Change size...
CCV2EditFamilyButton|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Edit/View Family Table|Edit/View Family Table
CCV2EditorButton|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Open Content Center Editor|Content Center Editor...
CCV2OpenButton|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Open Component from Content Center|Open from Content Center...
CCV2OpenCWButton|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Access Autodesk Manufacturing Supplier Content Center|Supplier Content Center
CCV2OpenEditorButton|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Find in Editor|Find in Editor
CCV2PlaceButton|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Place Component from Content Center|Place from Content Center...
CCV2PlaceButtonCM|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Place Component from Content Center|Place from Content Center...
CCV2PlaceFeatureButton|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Place Feature from Content Center|Place Feature...
CCV2PlaceFeatureButtonCM|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Place Feature from Content Center|Place Feature...
CCV2PublishButton|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Publish Part to Content Center|Publish Part...
CCV2ReplaceButton|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Replace Component with Component from Content Center|Replace from Content Center...
CCV2ReplaceButtonCM|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Replace Component with Component from Content Center|Replace from Content Center...
CCV2RSCButton|{3D88D7B5-6DD8-4205-A2B5-2B51F7BF74A7}|Refresh Standard Components|Refresh Standard Components...
ChangeDetailCalloutShapeCmd|||
ClearDiagnosisDataCmd|||
ClearOverridesCmd||Clear|Clear
cmdCreateViewShare|{71C28F1E-B01A-430A-96DD-2C36EA4C29BE}|Upload a Shared View to view and share online|Share View
cmdPublishViewShare|{71C28F1E-B01A-430A-96DD-2C36EA4C29BE}|Share|Share
CMx3DaLinDim1stArrowheadInsideCtxCmd|||
CMx3DaLinDim2stArrowheadInsideCtxCmd|||
CMx3DaLinDimArrowheadsInsideCtxCmd|||
CMx3DPrintDocDeleteCmd|||
CMx3DPrintDocEditCmd|||
CMxAttachPointCloudEditCmd|||
CMxCheckForUpdatesCmd|||
CMxFeatureRelationshipsCmd||Relationships|Relationships
CMxOpenDrawingCmd||Open Drawing|Open Drawing
CMxRegionScanPointCloudCtxMenuCmd|||
CMxSubstituteCmd|||
ComponentSelectionMode||Select components to tweak|Component
ConfigsEditFamilyScopeCmd||Toggle the scope of capturing of configurable item changes|Edit Factory Scope
ConfigsEditMemberScopeCmd||Toggle the scope of capturing of configurable item changes|Edit Member Scope
Continue||Done adding vertex/selecting plane|Continue
ConvertSpline3dModeCtxCmd||Convert Spline Type|Convert
ConvertSplineModeCtxCmd||Convert Spline Type|Convert
CopyDesignViewCmd||Copy Design View Representation|Copy View Representation
CreateDesignViewCmd||New Design View Representation|New Design View Representation
CreateDwgUnderlayCmd||Import DWG|Import DWG
CreateIFOCtxCmd||Repair Bodies|Repair Bodies
CreatePVOverrideCtxCmd|||
CreateTutorialCmd|{4D9C80FE-E70F-4C29-B6C7-8A5AC3F40EB2}|Create Tutorial|Create Tutorial
CRxDeleteFaceCmd|||
CRxErrorGlyphCmd|||
CRxIsolateCmd||Isolate selected geometries|Isolate
CRxStitchSelectAllCmd|||
CRxTranserAdjacentCmd|||
CRxTranserSurfaceCmd|||
CRxUndoIsolateCmd||Undo Isolate visibility changes|Undo Isolate
CRxUnstitchSelectAllCmd|||
DebugTranscriptCmd|||DebugTranscriptCmd
Delete|{AC211AE0-A7A5-4589-916D-81C529DA6D17}|Delete with Frame Generator|Delete with Frame Generator
DeleteVertexCtxCmd||Delete vertex from the symbol|Delete Vertex
DeselAddRowCtxCmd|||
DeselBreakLinkCtxCmd|||
DeselCopyRowCtxCmd|||
DeselDeleteRowCtxCmd|||
DeselSpawnCtxCmd|||
DeselToggleTreeListCtxCmd|||
DesignViewAnnoScale0Cmd|||
DesignViewAnnoScale10Cmd|||
DesignViewAnnoScale11Cmd|||
DesignViewAnnoScale1Cmd|||
DesignViewAnnoScale2Cmd|||
DesignViewAnnoScale3Cmd|||
DesignViewAnnoScale4Cmd|||
DesignViewAnnoScale5Cmd|||
DesignViewAnnoScale6Cmd|||
DesignViewAnnoScale7Cmd|||
DesignViewAnnoScale8Cmd|||
DesignViewAnnoScale9Cmd|||
DesignViewAutoSaveCameraCmd||Autosave Camera to Design View Representation|AutoSave View Representation Camera
DesignViewPublishCmd||Toggle Design View Representation Publish|Toggle Design View Representation Publish
DesignViewRestoreCameraCmd||Restore Camera to Design View Representation|Restore View Representation Camera
DesignViewSaveCameraCmd||Apply current Camera to Design View Representation|Set View Representation Camera
DetachAcadXRefDef|||
DetachAttachedView|||
DetailViewBoundaryConnectionLineCtxCmd|||
DetailViewBoundaryDeleteVertexCtxCmd|||
DetailViewBoundaryTypeCtxCmd|||
DetailViewFenceTypeCtxCmd|||
DetailViewLeaderCtxCmd|||
Diamater|||
DimensionAligned||Dimension Aligned|Aligned
DimensionAutoDimEdit||Edit the dimension value|Edit Dimension
DimensionDameter||Dimension Diameter|Diameter
DimensionDisplayEqn|||
DimensionDisplayName|||
DimensionDisplayPrecise|||
DimensionDisplayTolerance|||
DimensionDisplayValue|||
DimensionHorizontal||Dimension Horizontal|Horizontal
DimensionLinearDiametric|||
DimensionRadial||Dimension Radius|Radius
DimensionRotated|||
DimensionVertical||Dimension Vertical|Vertical
DimensionVisibilityCmd|||
DirectDeleteFeatureCmd||Delete Operation|Delete Operation
DirectEditFeatureCmd||Edit Operation|Edit Operation
DisableCenterSnapping||Center snapping|Center
DisableEndpointSnapping||Endpoint snapping|Endpoint
DisableMidpointSnapping||Midpoint snapping|Midpoint
DisableMinMaxSnapping||Spline Min/Max point snapping|Spline Min/Max
DisableQuadrantSnapping||Quadrant snapping|Quadrant
DisplayModelSketchRefGeomCtxCmd||Display Reference Geometry|Display Reference Geometry
DisplayModelSketchTextCtxCmd||Display Sketch Text|Display Sketch Text
DLACxOpenInAcadCmd|||
DLxActivateSheetCmd||Make this sheet the active sheet|Activate Sheet
DLxAnnoReconnectCmd|||
DLxAnnoWeldRecoverCmd|||
DLxAutoReattachSickAnnotationsCmd|||
DLxBalloonSymAttachCustomCmd|||
DLxBalloonSymRemoveCmd|||
DLxBalloonSymSortCmd|||
DLxBreakoutViewCmd||Edit the definition of the break out operation|Edit Break out operation
DLxChangeMSSheetBackgroundColorCmd||Change background color|Change background color
DLxCopyDimPropertiesCmd|||
DLxCopyDimPropertiesSettingsCmd|||
DLxDatumTargetRemoveCmd||Delete Balloon|Delete Balloon
DLxGetWeldSymbolFromViewCmd|||
DLxHoleTagHideLeaderCmd|||
DLxHoleTagMatchCustomHoleCtxCmd|||
DLxIncludeModelSketchCmd||Include|Include Model Sketch
DLxMoveDimCmd|||
DLxOpenComponentCmd||Open component|&Open
DLxOpenFileLocationCmd|||
DLxOpenPartListCmd|||
DLxOpenViewCmd||Open view's component|&Open
DLxSliceViewCmd||Edit the definition of the slice operation|Edit slice operation
DLxThreadNoteCustomDesignationCtxCmd|||
DLxWeldSymbolVisibilityCmd||Show/Hide Model Welding Symbols|Hide Weld Symbols
Done|||
DragAndDrop.Author|{B95D705C-E915-4A5B-A498-E73AC98923A2}|Publish Feature to Content Center|Publish Feature...
DragAndDrop.EditObject|{B95D705C-E915-4A5B-A498-E73AC98923A2}|3D Grips|3D Grips
DragAndDrop.MoveObject|{B95D705C-E915-4A5B-A498-E73AC98923A2}|Move Feature|Move Feature
DragAndDrop.Place|{B95D705C-E915-4A5B-A498-E73AC98923A2}|Select the path to a feature file (*.xml) and place it in the model|Place Feature...
DragAndDrop.Popup.CancelCommand|{B95D705C-E915-4A5B-A498-E73AC98923A2}|End the command without applying changes|Cancel
DragAndDrop.Popup.EditAngle|{B95D705C-E915-4A5B-A498-E73AC98923A2}|Edit Angle|Edit Angle...
DragAndDrop.Popup.EditDimension|{B95D705C-E915-4A5B-A498-E73AC98923A2}|Edit Dimension|Edit Dimension...
DragAndDrop.Popup.EditExtent|{B95D705C-E915-4A5B-A498-E73AC98923A2}|Edit Extent|Edit Extent...
DragAndDrop.Popup.EditOffset|{B95D705C-E915-4A5B-A498-E73AC98923A2}|Edit Offset|Edit Offset...
DragAndDrop.Popup.EditRadius|{B95D705C-E915-4A5B-A498-E73AC98923A2}|Edit Radius|Edit Radius...
DragAndDrop.Popup.EndAndEditCommand|{B95D705C-E915-4A5B-A498-E73AC98923A2}|Commit The Current Operation Then Use 3D Grips|Commit And 3D Grip Edit
DragAndDrop.Popup.EndAndMoveCommand|{B95D705C-E915-4A5B-A498-E73AC98923A2}|Commit The Current Operation Then Move|Commit And Move
DragAndDrop.Popup.EndCommand|{B95D705C-E915-4A5B-A498-E73AC98923A2}|Complete the command and commit changes|Done
DragAndDrop.Popup.MoveCruise|{B95D705C-E915-4A5B-A498-E73AC98923A2}|Cruise Move|Cruise Move
DragAndDrop.Popup.MoveTriad|{B95D705C-E915-4A5B-A498-E73AC98923A2}|Triad Move|Triad Move
DrawingACADBlockPasteCtxCmd|||
DrawingACADBlockQuickCtxCmd|||
DrawingAddRowToRevisionTableCtxCmd|||
DrawingAlignViewHorizontallyCmd||Align views horizontally|Horizontally Align View
DrawingAlignViewInPositionCmd||Align views positionally|Positionally Align View
DrawingAlignViewVerticallyCmd||Align views vertically|Vertically Align View
DrawingAngleDimensionArrowheadsInsideCtxCmd||Arrowheads Inside|Arrowheads Inside
DrawingAngleDimensionLeaderCtxCmd||Leader|Leader
DrawingAngleDimensionLeftTopArrowheadInsideCtxCmd||1st Arrowhead Inside|1st Arrowhead Inside
DrawingAngleDimensionOppositeAngleCtxCmd||Opposite Angle|Opposite angle
DrawingAngleDimensionRightBottomArrowheadInsideCtxCmd||2nd Arrowhead Inside|2nd Arrowhead Inside
DrawingAngleDimensionUseQuadrantCtxCmd||Use Quadrant|Use quadrant
DrawingAngularDimensionHide2ndArrowheadCtxCmd|||
DrawingAngularDimPrecision0CtxCmd||Set Angular Precision to DD|Angular precision dd
DrawingAngularDimPrecision1CtxCmd||Set Angular Precision to DD MM|Angular precision dd mm
DrawingAngularDimPrecision2CtxCmd||Set Angular Precision to DD MM SS|Angular precision dd mm ss
DrawingAngularDimPrecision3CtxCmd||Set Angular Precision to DD MM SS.1|Angular precision dd mm ss.1
DrawingAngularDimPrecision4CtxCmd||Set Angular Precision to DD MM SS.12|Angular precision dd mm ss.12
DrawingAngularDimPrecision5CtxCmd||Set Angular Precision to DD MM SS.123|Angular precision dd mm ss.123
DrawingAngularDimPrecision6CtxCmd||Set Angular Precision to DD MM SS.1234|Angular precision dd mm ss.1234
DrawingArcAngleCtxCmd|||
DrawingArcAngleForeshortenCtxCmd|||
DrawingArcLengthCtxCmd|||
DrawingArcLengthDimensionTypeCtxCmd||Arc Length|Arc length
DrawingArcLengthForeshortenCtxCmd|||
DrawingArrangeDimensionsCmd||Arrange Dimensions|Arrange Dimensions
DrawingAttachBalloonCtxCmd|||
DrawingAttachBalloonToDatumTargetCtxCmd||Create a Datum Target Symbol - Stacked|Datum Target - Stacked
DrawingAttachTextToLeaderCtxCmd||Attach Text to Leader|Attach Text to Leader
DrawingAutoBalloonSelectAll|||
DrawingAutoCenterMarkCmd||Automatically create centerlines and marks on a view and sketches.|Automated Centerlines...
DrawingAuxiliaryViewCmd||Create an auxiliary view by selecting a straight edge in the base view|Auxiliary View
DrawingBalloonAlignHorOffset|||
DrawingBalloonAlignVerOffset|||
DrawingBalloonAllCmd||Create balloons on all view components|Auto Balloon
DrawingBalloonCmd||Create a Balloon|Balloon
DrawingBalloonCustom|||
DrawingBaseLineDimensionAddMemberCtxCmd||Add Member|Add Member
DrawingBaseLineDimensionAddMemberDoneCtxCmd|||
DrawingBaselineDimensionCmd||Create Independent Baseline Dimensions|Baseline Dimension
DrawingBaselineDimensionSetCmd||Create an Associative Baseline Dimension Set|Baseline Dimension Set
DrawingBaseViewCmd||Create an orthographic or isometric view|Base View
DrawingBaseViewCubeCustom|||
DrawingBaseViewCubeHome|||
DrawingBaseViewCubeOrtho|||
DrawingBaseViewCubePersp|||
DrawingBendNoteEditFormatCtxCmd||Edit Bend Note Format|Edit Bend Note Format
DrawingBendNoteEditTextCtxCmd||Edit Bend Note Text|Edit Bend Note Text
DrawingBendNoteHideValueCtxCmd||Hide Bend Note Value|Hide Bend Note Value
DrawingBendNotesCmd||Create a Bend Note|Bend Notes
DrawingBlockFileCmd||Import AutoCAD Block|Import AutoCAD Block
DrawingBodyHiddenLinesCtxCmd|||
DrawingBodyTransparentCtxCmd|||
DrawingBorderEditCtxCmd|||
DrawingBorderInsertCtxCmd||Insert this border on the active sheet|Create Border on Active Sheet
DrawingBorderInsertNoDlgCtxCmd||Insert this border on the active sheet|Create Border on Active Sheet
DrawingBorderInstEditCtxCmd|||
DrawingBreakOutViewCmd||Add a break out operation|Break Out
DrawingBreakViewAlignmentCmd||Remove view alignment|Remove View Alignment
DrawingBrokenViewCmd||Add a break operation|Break
DrawingBrokenViewEditCtxCmd||Edit break settings|Break Properties
DrawingCaterpillarWeldCmd||Create a Caterpillar|Caterpillar
DrawingCaterpillarWeldEditCtxCmd|||
DrawingCenteredPatternCmd||Create a centered pattern|Centered Pattern
DrawingCenterlineBisectorCmd||Create a centerline bisector|Centerline Bisector
DrawingCenterLineBisectorCtxCmd||Bisector Centerline|Bisector
DrawingCenterLineCenteredPatternCtxCmd||Centered Pattern centerline|Centered pattern
DrawingCenterLineCmd||Create a centerline|Centerline
DrawingCenterLineCreateCtxCmd|||
DrawingCenterLineDoneCtxCmd|||
DrawingCenterLineFreePointsCtxCmd||Free Points Centerline|Free points centerline
DrawingCenterMarkAddRemoveDashedDoneCtxCmd|||
DrawingCenterMarkAddRemoveDashesCtxCmd|||
DrawingCenterMarkAlignToEdgeCtxCmd|||
DrawingCenterMarkCmd||Create a center mark|Center Mark
DrawingCenterMarkCreateDoneCtxCmd|||
DrawingCenterMarkExtensionLinesCtxCmd|||
DrawingCenterMarkPunchCenterCtxCmd|||
DrawingCenterMarktFitToCircleCtxCmd||Resize to Circle|Resize to circle
DrawingCenterMarkUniformDashesCtxCmd|||
DrawingChainDimensionCmd||Create Independent Chain Dimensions|Chain Dimension
DrawingChainDimensionSetCmd||Create an Associative Chain Dimension Set|Chain Dimension Set
DrawingChamferNoteCmd||Create a Chamfer Note|Chamfer Note
DrawingChamferNoteEditFormatCtxCmd||Edit Chamfer Note Format|Edit Chamfer Note Format
DrawingChamferNoteEditTextCtxCmd||Edit Chamfer Note Text|Edit Chamfer Note Text
DrawingChamferNoteHideValueCtxCmd||Hide Chamfer Note Value|Hide Chamfer Note Value
DrawingChangeArrowheadCtxCmd||Edit Arrowhead|Change Arrowhead
DrawingChangeRevTagShapeCtxCmd|||
DrawingChordLengthCtxCmd|||
DrawingChordLengthDimensionTypeCtxCmd||Chord Length|Chord length
DrawingCOGCtxCmd||Display COG on View|Display COG on View
DrawingConstrainLabelToBorderCtxCmd||Constrain To View Border|Constrain To View Border
DrawingCreateSheetFormatCtxCmd||Saves the active sheet configuration as a sheet format|Save As Sheet Format
DrawingCropCircularCtxCmd|||
DrawingCropEdgeVisibilityCtxCmd|||
DrawingCropRectangularCtxCmd|||
DrawingCropSettingsCtxCmd|||
DrawingCropViewCmd||Add a crop operation|Crop
DrawingCropViewPreferencesCmd||Change View Crop Settings|Crop Settings
DrawingCustomFiltersCmd||Select using custom filters|Custom Filters
DrawingCylinderDiameterCtxCmd|||
DrawingDatumIdentifierEditCtxCmd||Edit Datum Identifier Symbol|Edit Datum Identifier Symbol
DrawingDatumIdentifierSymbolCmd||Create a Datum Identifier Symbol|Datum Identifier Symbol
DrawingDatumTargetCircleCmd||Create a Datum Target Symbol - Circle|Datum Target - Circle
DrawingDatumTargetHiddenLeaderLineCtxCmd||Hidden Leader Line|Hidden Leader Line
DrawingDatumTargetLeaderCmd||Create a Datum Target Symbol - Leader|Datum Target - Leader
DrawingDatumTargetLineCmd||Create a Datum Target Symbol - Line|Datum Target - Line
DrawingDatumTargetPointCmd||Create a Datum Target Symbol - Point|Datum Target - Point
DrawingDatumTargetRectangleCmd||Create a Datum Target Symbol - Rectangle|Datum Target - Rectangle
DrawingDefineNewBasePointCmd||Define New Model Space Base Point|Define New Model Space Base Point
DrawingDefineNewBorderCmd||New sketch to define a drawing border template|Define Drawing Border Template
DrawingDefineNewBorderZonedCmd||New prefilled sketch to define a drawing border template|Define Drawing Border Template
DrawingDefineNewSketchedSymbolCmd||New sketch to define a sketched symbol template|Define Sketched Symbol Template
DrawingDefineNewTitleBlockCmd||New sketch to define a drawing title block template|Define Drawing Title Block Template
DrawingDeleteAttachTextCtxCmd||Delete Attached Text|Delete Attached Text
DrawingDeleteLeaderCtxCmd|||
DrawingDeleteSheetCtxCmd||Delete the selected sheet.|Delete Sheet
DrawingDetailFiltersCmd||Select using detail filters|Detail Filters
DrawingDetailViewCircularFenceCtxCmd||Create with circular fence|Circular Fence
DrawingDetailViewCmd||Create a detail view|Detail View
DrawingDetailViewRectangularFenceCtxCmd||Create with rectangular fence|Rectangular Fence
DrawingDiameterDimensionArrowheadsInsideCtxCmd||Arrowheads Inside|Arrowheads Inside
DrawingDiameterDimensionLeaderFromCenterCtxCmd||Leader From Center|Leader from center
DrawingDiameterDimensionSingleDimensionLineCtxCmd||Single Dimension Line|Single dimension line
DrawingDimensionArrangeContourCtxCmd|||
DrawingDimensionChainSetAddMemberCtxCmd||Add Member|Add Member
DrawingDimensionChainSetAddMemberDoneCtxCmd||Done [ESC]|Done [ESC]
DrawingDimensionChainSetArrangeCtxCmd||Arrange|Arrange
DrawingDimensionChainSetArrowheadsInsideCtxCmd||Arrowheads Inside|Arrowheads Inside
DrawingDimensionChainSetDeleteMemberCtxCmd||Delete Member|Delete Member
DrawingDimensionChainSetLeaderCtxCmd||Leader|Leader
DrawingDimensionChainSetLeftTopArrowheadInsideCtxCmd||1st Arrowhead Inside|1st Arrowhead Inside
DrawingDimensionChainSetLockChainCtxCmd||Lock Chain Set|Lock Chain Set
DrawingDimensionChainSetRightBottomArrowheadInsideCtxCmd||2nd Arrowhead Inside|2nd Arrowhead Inside
DrawingDimensionSetArrangeCtxCmd||Text|Text
DrawingDimensionSetArrowheadsInsideCtxCmd||Arrowheads Inside|Arrowheads Inside
DrawingDimensionSetDeleteMemberCtxCmd||Delete Member|Delete Member
DrawingDimensionSetDetachMemberCtxCmd||Detach Member|Detach Member
DrawingDimensionSetLeaderCtxCmd||Use Leader|Use Leader
DrawingDimensionSetLeftTopArrowheadInsideCtxCmd||1st Arrowhead Inside|1st Arrowhead Inside
DrawingDimensionSetMakeOriginCtxCmd||Make Origin|Make Origin
DrawingDimensionSetRightBottomArrowheadInsideCtxCmd||2nd Arrowhead Inside|2nd Arrowhead Inside
DrawingDimensionTextEditCtxCmd|||
DrawingDimensionToleranceCtxCmd|||
DrawingDisabledAlignmentMenu||Unable to modify view alignment|Alignment
DrawingDisabledAnnotationVisibilityMenu||Unable to modify annotation visibility|Annotation Visibility
DrawingDisabledCreateViewMenu||Unable to create a view|Create View
DrawingDisabledGetModelAnnotationsMenu||Unable to get model annotations|Get Model Annotations
DrawingDisabledViewDimTypeMenu|||
DrawingDLxUnsuppressViewEdgesDoneCtxCmd|||
DrawingDraftViewCmd||Create a draft view|Draft View
DrawingDraftViewEditCtxCmd||Edit Draft View Properties|Draft View Properties
DrawingEditArrowhead1CtxCmd|||
DrawingEditArrowhead2CtxCmd|||
DrawingEditArrowheadsCtxCmd|||
DrawingEditAttachTextCtxCmd||Edit Attached Text|Edit Attached Text
DrawingEditBalloonCtxCmd|||
DrawingEditDatumTargetSymbolCtxCmd|||
DrawingEditDatumTgt02CtxCmd|||
DrawingEditDatumTgt03CtxCmd|||
DrawingEditDatumTgt04CtxCmd|||
DrawingEditDatumTgt05CtxCmd|||
DrawingEditDatumTgt06CtxCmd|||
DrawingEditDatumTgt07CtxCmd|||
DrawingEditDatumTgt08CtxCmd|||
DrawingEditDatumTgt09CtxCmd|||
DrawingEditDatumTgt10CtxCmd|||
DrawingEditDatumTgt11CtxCmd|||
DrawingEditDatumTgt12CtxCmd|||
DrawingEditDatumTgt13CtxCmd|||
DrawingEditDatumTgt14CtxCmd|||
DrawingEditDatumTgt15CtxCmd|||
DrawingEditDatumTgt16CtxCmd|||
DrawingEditDatumTgt17CtxCmd|||
DrawingEditDatumTgt18CtxCmd|||
DrawingEditDatumTgt19CtxCmd|||
DrawingEditFieldTextCmd|||
DrawingEditModelDimensionCtxCmd|||
DrawingEditOriginIndicatorCtxCmd||Edit Origin Indicator|Edit Origin Indicator
DrawingEditSelectFiltersCmd||Edit select filters|Edit Select Filters
DrawingEditSheetCtxCmd||Edit sheet settings|Sheet Properties
DrawingEditSketchCmd||Edit Sketch|Edit Sketch
DrawingEditSketchCtxCmd|||
DrawingEditStyleCtxCmd|||
DrawingEndTreatmentEdit|||
DrawingEntityVisibilityCtxCmd|||
DrawingExitCustomViewCmd||Exit custom view|Exit Custom View
DrawingFeatureControlFrameCmd||Create a Feature Control Frame Symbol|Feature Control Frame
DrawingFeatureControlFrameEditCtxCmd||Edit Feature Control Frame Symbol|Edit Feature Control Frame Symbol
DrawingFeatureControlFrameEditRotateCCWCtxCmd|||
DrawingFeatureControlFrameEditRotateCWCtxCmd|||
DrawingFeatureIdentifierEditCtxCmd||Edit Feature Identifier Symbol|Edit Feature Identifier Symbol
DrawingFeatureIdentifierSymbolCmd||Create a Feature Identifier Symbol|Feature Identifier Symbol
DrawingFillHatchSketchRegionCmd||Fill or Hatch the Sketch Region with color|Fill/Hatch Sketch Region
DrawingFinishSketchCmd||Save current sketch as a Drawing Aid|Finish Sketch
DrawingGeneralDimensionCmd||Creates dimension based on inputs|General Dimension
DrawingGeneralDimensionIntersectionCtxCmd|||
DrawingGeneralNoteCmd||Create text|Text
DrawingGeneralNoteEditCtxCmd||Edit General Note Text|Edit Note Text
DrawingGeneralNoteRotate90ClockwiseCtxCmd|||
DrawingGeneralNoteRotate90CounterClockwiseCtxCmd|||
DrawingGeneralTableSplitCtxCmd|||
DrawingGeneralTableUnsplitCtxCmd|||
DrawingGetModelSketchesCtxCmd||Get Model Sketches|Get Model Sketches
DrawingHatchByMaterialCtxCmd||By Material Hatch|By Material Hatch
DrawingHatchEditCtxCmd|||
DrawingHatchHideCtxCmd||Hide Hatch Pattern|Hide Pattern
DrawingHideAnnoCtxCmd||Hide selected annotations|Visibility
DrawingHideExtensionLineCtxCmd|||
DrawingHideOriginIndicatorCtxCmd||Hide Origin Indicator|Hide Origin Indicator
DrawingHoleNoteEditCtxCmd||Edit Hole Note Format|Edit Format
DrawingHoleNoteEditTextCtxCmd||Edit Hole Note Text|Edit Hole Note Text
DrawingHoleNoteHideValueCtxCmd||Hide Hole Note Value|Hide Hole Note Value
DrawingHoleNoteSingleDimensionLineCtxCmd||Single Dimension Line|Single Dimension Line
DrawingHoleTableCreateTagCtxCmd|||
DrawingHoleTableDeleteHoleCtxCmd|||
DrawingHoleTableEditOptionsCtxCmd|||
DrawingHoleTableExportCtxCmd|||
DrawingHoleTableHideAllTagsCtxCmd|||
DrawingHoleTableHideTagCtxCmd|||
DrawingHoleTableResortCtxCmd|||
DrawingHoleTableSelectedTypeCmd||Create Hole Table With All Holes From Selected Feature|Hole Table - Selected Feature
DrawingHoleTableSelectionCmd||Create Hole Table From Selected Hole|Hole Table - Selection
